algorithm,operation,message_bytes,concurrency,cpu_ghz,aesni,avx2,neon,machine_id,os_name,containerized,latency_ms,throughput_ops,crypto_type,correctness,timestamp,notes,trial_id
BIKE-L1,keygen,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,2.6357,379.41,KEM,True,2025-11-21T06:35:22.049791,,1
BIKE-L1,keygen,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4571,2187.84,KEM,True,2025-11-21T06:35:22.050351,,2
BIKE-L1,keygen,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.434,2304.19,KEM,True,2025-11-21T06:35:22.050841,,3
BIKE-L1,keygen,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4228,2365.18,KEM,True,2025-11-21T06:35:22.051316,,4
BIKE-L1,keygen,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3986,2508.5,KEM,True,2025-11-21T06:35:22.051761,,5
BIKE-L1,keygen,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4341,2303.88,KEM,True,2025-11-21T06:35:22.052243,,6
BIKE-L1,keygen,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4011,2493.2,KEM,True,2025-11-21T06:35:22.052692,,7
BIKE-L1,keygen,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3934,2542.2,KEM,True,2025-11-21T06:35:22.053127,,8
BIKE-L1,keygen,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3951,2530.72,KEM,True,2025-11-21T06:35:22.053578,,9
BIKE-L1,keygen,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3854,2594.58,KEM,True,2025-11-21T06:35:22.054003,,10
BIKE-L1,keygen,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3975,2515.99,KEM,True,2025-11-21T06:35:22.054441,,11
BIKE-L1,keygen,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3859,2591.48,KEM,True,2025-11-21T06:35:22.054867,,12
BIKE-L1,keygen,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4057,2464.86,KEM,True,2025-11-21T06:35:22.055312,,13
BIKE-L1,keygen,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3869,2584.91,KEM,True,2025-11-21T06:35:22.055754,,14
BIKE-L1,keygen,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4259,2347.84,KEM,True,2025-11-21T06:35:22.056221,,15
BIKE-L1,keygen,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3905,2561.09,KEM,True,2025-11-21T06:35:22.056658,,16
BIKE-L1,keygen,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3826,2614.02,KEM,True,2025-11-21T06:35:22.057079,,17
BIKE-L1,keygen,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4014,2491.4,KEM,True,2025-11-21T06:35:22.057520,,18
BIKE-L1,keygen,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3829,2611.7,KEM,True,2025-11-21T06:35:22.057942,,19
BIKE-L1,keygen,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4053,2467.16,KEM,True,2025-11-21T06:35:22.058385,,20
BIKE-L1,keygen,1024,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3829,2611.63,KEM,True,2025-11-21T06:35:22.058808,,21
BIKE-L1,keygen,1024,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3931,2544.16,KEM,True,2025-11-21T06:35:22.059239,,22
BIKE-L1,keygen,1024,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3822,2616.49,KEM,True,2025-11-21T06:35:22.059658,,23
BIKE-L1,keygen,1024,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4058,2464.32,KEM,True,2025-11-21T06:35:22.060103,,24
BIKE-L1,keygen,1024,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.389,2570.96,KEM,True,2025-11-21T06:35:22.060555,,25
BIKE-L1,keygen,1024,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3833,2608.96,KEM,True,2025-11-21T06:35:22.060979,,26
BIKE-L1,keygen,1024,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4003,2497.85,KEM,True,2025-11-21T06:35:22.061418,,27
BIKE-L1,keygen,1024,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3841,2603.54,KEM,True,2025-11-21T06:35:22.061841,,28
BIKE-L1,keygen,1024,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3941,2537.36,KEM,True,2025-11-21T06:35:22.062273,,29
BIKE-L1,keygen,1024,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.3828,2612.17,KEM,True,2025-11-21T06:35:22.062693,,30
BIKE-L1,encap,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.6019,1661.39,KEM,True,2025-11-21T06:35:22.063353,,31
BIKE-L1,encap,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4957,2017.16,KEM,True,2025-11-21T06:35:22.063905,,32
BIKE-L1,encap,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.5308,1883.79,KEM,True,2025-11-21T06:35:22.064492,,33
BIKE-L1,encap,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4493,2225.86,KEM,True,2025-11-21T06:35:22.064995,,34
BIKE-L1,encap,0,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4672,2140.2,KEM,True,2025-11-21T06:35:22.065506,,35
BIKE-L1,encap,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4396,2274.59,KEM,True,2025-11-21T06:35:22.065989,,36
BIKE-L1,encap,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4537,2204.29,KEM,True,2025-11-21T06:35:22.066484,,37
BIKE-L1,encap,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4383,2281.7,KEM,True,2025-11-21T06:35:22.066962,,38
BIKE-L1,encap,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4537,2204.12,KEM,True,2025-11-21T06:35:22.067471,,39
BIKE-L1,encap,0,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4377,2284.46,KEM,True,2025-11-21T06:35:22.067948,,40
BIKE-L1,encap,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.561,1782.47,KEM,True,2025-11-21T06:35:22.068551,,41
BIKE-L1,encap,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4473,2235.48,KEM,True,2025-11-21T06:35:22.069046,,42
BIKE-L1,encap,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4523,2211.14,KEM,True,2025-11-21T06:35:22.069539,,43
BIKE-L1,encap,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4392,2276.7,KEM,True,2025-11-21T06:35:22.070018,,44
BIKE-L1,encap,0,64,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4506,2219.08,KEM,True,2025-11-21T06:35:22.070508,,45
BIKE-L1,encap,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.439,2277.65,KEM,True,2025-11-21T06:35:22.070988,,46
BIKE-L1,encap,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4515,2214.86,KEM,True,2025-11-21T06:35:22.071480,,47
BIKE-L1,encap,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4375,2285.87,KEM,True,2025-11-21T06:35:22.071957,,48
BIKE-L1,encap,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4851,2061.51,KEM,True,2025-11-21T06:35:22.072482,,49
BIKE-L1,encap,1024,1,2.5,1,1,0,ip-172-31-41-169,linux,0,0.442,2262.43,KEM,True,2025-11-21T06:35:22.072969,,50
BIKE-L1,encap,1024,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4512,2216.44,KEM,True,2025-11-21T06:35:22.073462,,51
BIKE-L1,encap,1024,16,2.5,1,1,0,ip-172-31-41-169,linux,0,0.4378,2284.28,KEM,True,2025-11-21T06:35:22.073939,,52
