algorithm,operation,message_bytes,concurrency,cpu_ghz,aesni,avx2,neon,machine_id,os_name,containerized,latency_ms,throughput_ops,crypto_type,correctness,timestamp,notes,trial_id
Dilithium2,sign,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,2.1851,457.65,Signature,True,2025-11-21T22:16:52.590065,,1
Dilithium2,sign,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.3647,2742.21,Signature,True,2025-11-21T22:16:52.590554,,2
Dilithium2,sign,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.4937,2025.48,Signature,True,2025-11-21T22:16:52.591116,,3
Dilithium2,sign,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.5296,1888.23,Signature,True,2025-11-21T22:16:52.591709,,4
Dilithium2,sign,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.6599,1515.28,Signature,True,2025-11-21T22:16:52.592427,,5
Dilithium2,sign,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,0.3218,3107.12,Signature,True,2025-11-21T22:16:52.592812,,6
Dilithium2,sign,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,0.569,1757.53,Signature,True,2025-11-21T22:16:52.593437,,7
Dilithium2,sign,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,0.3201,3123.87,Signature,True,2025-11-21T22:16:52.593819,,8
Dilithium2,sign,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,0.449,2227.22,Signature,True,2025-11-21T22:16:52.594321,,9
Dilithium2,sign,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,0.5565,1796.95,Signature,True,2025-11-21T22:16:52.594935,,10
Dilithium2,sign,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,0.384,2604.0,Signature,True,2025-11-21T22:16:52.595373,,11
Dilithium2,sign,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,0.4789,2088.34,Signature,True,2025-11-21T22:16:52.595909,,12
Dilithium2,sign,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,0.5097,1961.81,Signature,True,2025-11-21T22:16:52.596472,,13
Dilithium2,sign,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,0.4641,2154.88,Signature,True,2025-11-21T22:16:52.597001,,14
Dilithium2,sign,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,0.3354,2981.57,Signature,True,2025-11-21T22:16:52.597387,,15
Dilithium2,sign,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.4478,2233.15,Signature,True,2025-11-21T22:16:52.597893,,16
Dilithium2,sign,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.347,2881.45,Signature,True,2025-11-21T22:16:52.598297,,17
Dilithium2,sign,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.6012,1663.28,Signature,True,2025-11-21T22:16:52.598958,,18
Dilithium2,sign,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.441,2267.83,Signature,True,2025-11-21T22:16:52.599453,,19
Dilithium2,sign,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,0.6584,1518.81,Signature,True,2025-11-21T22:16:52.600166,,20
Dilithium2,sign,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,0.5983,1671.46,Signature,True,2025-11-21T22:16:52.600819,,21
