algorithm,operation,message_bytes,concurrency,cpu_ghz,aesni,avx2,neon,machine_id,os_name,containerized,latency_ms,throughput_ops,crypto_type,correctness,timestamp,notes,trial_id
BIKE-L1,keygen,0,1,2.2,1,1,0,ip-172-31-18-18,linux,0,3.4386,290.82,KEM,True,2025-11-21T22:04:30.183710,,1
BIKE-L1,keygen,0,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.6039,1655.88,KEM,True,2025-11-21T22:04:30.184432,,2
BIKE-L1,keygen,0,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5768,1733.59,KEM,True,2025-11-21T22:04:30.185078,,3
BIKE-L1,keygen,0,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5602,1785.18,KEM,True,2025-11-21T22:04:30.185723,,4
BIKE-L1,keygen,0,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.597,1674.94,KEM,True,2025-11-21T22:04:30.186387,,5
BIKE-L1,keygen,0,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.547,1828.0,KEM,True,2025-11-21T22:04:30.186999,,6
BIKE-L1,keygen,0,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5897,1695.81,KEM,True,2025-11-21T22:04:30.187653,,7
BIKE-L1,keygen,0,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5692,1756.8,KEM,True,2025-11-21T22:04:30.188285,,8
BIKE-L1,keygen,0,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5492,1820.67,KEM,True,2025-11-21T22:04:30.188898,,9
BIKE-L1,keygen,0,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.553,1808.46,KEM,True,2025-11-21T22:04:30.189515,,10
BIKE-L1,keygen,0,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5512,1814.23,KEM,True,2025-11-21T22:04:30.190131,,11
BIKE-L1,keygen,0,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5357,1866.76,KEM,True,2025-11-21T22:04:30.190728,,12
BIKE-L1,keygen,0,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5498,1818.92,KEM,True,2025-11-21T22:04:30.191339,,13
BIKE-L1,keygen,0,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5326,1877.66,KEM,True,2025-11-21T22:04:30.191942,,14
BIKE-L1,keygen,0,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5487,1822.5,KEM,True,2025-11-21T22:04:30.192552,,15
BIKE-L1,keygen,1024,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5598,1786.23,KEM,True,2025-11-21T22:04:30.193174,,16
BIKE-L1,keygen,1024,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5326,1877.56,KEM,True,2025-11-21T22:04:30.193768,,17
BIKE-L1,keygen,1024,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5499,1818.65,KEM,True,2025-11-21T22:04:30.194380,,18
BIKE-L1,keygen,1024,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5302,1885.91,KEM,True,2025-11-21T22:04:30.194972,,19
BIKE-L1,keygen,1024,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5465,1829.73,KEM,True,2025-11-21T22:04:30.195578,,20
BIKE-L1,keygen,1024,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5495,1819.75,KEM,True,2025-11-21T22:04:30.196191,,21
BIKE-L1,keygen,1024,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5467,1829.13,KEM,True,2025-11-21T22:04:30.196800,,22
BIKE-L1,keygen,1024,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5495,1819.85,KEM,True,2025-11-21T22:04:30.197412,,23
BIKE-L1,keygen,1024,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.6797,1471.26,KEM,True,2025-11-21T22:04:30.198155,,24
BIKE-L1,keygen,1024,16,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5399,1852.27,KEM,True,2025-11-21T22:04:30.198771,,25
BIKE-L1,keygen,1024,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5501,1817.93,KEM,True,2025-11-21T22:04:30.199386,,26
BIKE-L1,keygen,1024,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5348,1869.86,KEM,True,2025-11-21T22:04:30.199982,,27
BIKE-L1,keygen,1024,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5482,1824.23,KEM,True,2025-11-21T22:04:30.200592,,28
BIKE-L1,keygen,1024,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5639,1773.34,KEM,True,2025-11-21T22:04:30.201219,,29
BIKE-L1,keygen,1024,64,2.2,1,1,0,ip-172-31-18-18,linux,0,0.5354,1867.77,KEM,True,2025-11-21T22:04:30.201816,,30
BIKE-L1,encap,0,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.7534,1327.32,KEM,True,2025-11-21T22:04:30.202643,,31
BIKE-L1,encap,0,1,2.2,1,1,0,ip-172-31-18-18,linux,0,0.683,1464.11,KEM,True,2025-11-21T22:04:30.203390,,32
