algorithm,operation,message_bytes,concurrency,cpu_ghz,aesni,avx2,neon,machine_id,os_name,containerized,latency_ms,throughput_ops,crypto_type,correctness,timestamp,notes,trial_id
BIKE-L1,keygen,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,14.0661,71.09,KEM,True,2025-11-21T22:08:52.464714,,1
BIKE-L1,keygen,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4301,80.45,KEM,True,2025-11-21T22:08:52.477213,,2
BIKE-L1,keygen,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.399,80.65,KEM,True,2025-11-21T22:08:52.489660,,3
BIKE-L1,keygen,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3651,80.87,KEM,True,2025-11-21T22:08:52.502060,,4
BIKE-L1,keygen,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.405,80.61,KEM,True,2025-11-21T22:08:52.514497,,5
BIKE-L1,keygen,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3943,80.68,KEM,True,2025-11-21T22:08:52.526927,,6
BIKE-L1,keygen,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.397,80.66,KEM,True,2025-11-21T22:08:52.539357,,7
BIKE-L1,keygen,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.403,80.63,KEM,True,2025-11-21T22:08:52.551792,,8
BIKE-L1,keygen,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3986,80.65,KEM,True,2025-11-21T22:08:52.564226,,9
BIKE-L1,keygen,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4024,80.63,KEM,True,2025-11-21T22:08:52.576658,,10
BIKE-L1,keygen,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3964,80.67,KEM,True,2025-11-21T22:08:52.589091,,11
BIKE-L1,keygen,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4113,80.57,KEM,True,2025-11-21T22:08:52.601539,,12
BIKE-L1,keygen,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3736,80.82,KEM,True,2025-11-21T22:08:52.613943,,13
BIKE-L1,keygen,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4035,80.62,KEM,True,2025-11-21T22:08:52.626384,,14
BIKE-L1,keygen,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3917,80.7,KEM,True,2025-11-21T22:08:52.638802,,15
BIKE-L1,keygen,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3928,80.69,KEM,True,2025-11-21T22:08:52.651222,,16
BIKE-L1,keygen,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3943,80.68,KEM,True,2025-11-21T22:08:52.663642,,17
BIKE-L1,keygen,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3971,80.66,KEM,True,2025-11-21T22:08:52.676069,,18
BIKE-L1,keygen,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4011,80.64,KEM,True,2025-11-21T22:08:52.688508,,19
BIKE-L1,keygen,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4027,80.63,KEM,True,2025-11-21T22:08:52.700943,,20
BIKE-L1,keygen,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3984,80.66,KEM,True,2025-11-21T22:08:52.713373,,21
BIKE-L1,keygen,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4274,80.47,KEM,True,2025-11-21T22:08:52.725832,,22
BIKE-L1,keygen,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4041,80.62,KEM,True,2025-11-21T22:08:52.738269,,23
BIKE-L1,keygen,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3932,80.69,KEM,True,2025-11-21T22:08:52.750689,,24
BIKE-L1,keygen,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3907,80.71,KEM,True,2025-11-21T22:08:52.763103,,25
BIKE-L1,keygen,1024,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3992,80.65,KEM,True,2025-11-21T22:08:52.775530,,26
BIKE-L1,keygen,1024,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.4009,80.64,KEM,True,2025-11-21T22:08:52.787963,,27
BIKE-L1,keygen,1024,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3999,80.65,KEM,True,2025-11-21T22:08:52.800395,,28
BIKE-L1,keygen,1024,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.3746,80.81,KEM,True,2025-11-21T22:08:52.812799,,29
BIKE-L1,keygen,1024,64,0.0,1,0,1,ip-172-31-43-26,linux,0,12.389,80.72,KEM,True,2025-11-21T22:08:52.825213,,30
BIKE-L1,encap,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.1651,75.96,KEM,True,2025-11-21T22:08:52.838417,,31
BIKE-L1,encap,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0644,76.54,KEM,True,2025-11-21T22:08:52.851524,,32
BIKE-L1,encap,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0915,76.39,KEM,True,2025-11-21T22:08:52.864650,,33
BIKE-L1,encap,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0602,76.57,KEM,True,2025-11-21T22:08:52.877752,,34
BIKE-L1,encap,0,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0657,76.54,KEM,True,2025-11-21T22:08:52.890857,,35
BIKE-L1,encap,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.057,76.59,KEM,True,2025-11-21T22:08:52.903952,,36
BIKE-L1,encap,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0399,76.69,KEM,True,2025-11-21T22:08:52.917026,,37
BIKE-L1,encap,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.049,76.63,KEM,True,2025-11-21T22:08:52.930106,,38
BIKE-L1,encap,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0487,76.64,KEM,True,2025-11-21T22:08:52.943199,,39
BIKE-L1,encap,0,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0566,76.59,KEM,True,2025-11-21T22:08:52.956284,,40
BIKE-L1,encap,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0429,76.67,KEM,True,2025-11-21T22:08:52.969362,,41
BIKE-L1,encap,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0552,76.6,KEM,True,2025-11-21T22:08:52.982449,,42
BIKE-L1,encap,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,13.041,76.68,KEM,True,2025-11-21T22:08:52.995523,,43
BIKE-L1,encap,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0504,76.63,KEM,True,2025-11-21T22:08:53.008606,,44
BIKE-L1,encap,0,64,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0578,76.58,KEM,True,2025-11-21T22:08:53.021700,,45
BIKE-L1,encap,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0593,76.57,KEM,True,2025-11-21T22:08:53.034789,,46
BIKE-L1,encap,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0688,76.52,KEM,True,2025-11-21T22:08:53.047893,,47
BIKE-L1,encap,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0512,76.62,KEM,True,2025-11-21T22:08:53.060979,,48
BIKE-L1,encap,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0477,76.64,KEM,True,2025-11-21T22:08:53.074055,,49
BIKE-L1,encap,1024,1,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0421,76.67,KEM,True,2025-11-21T22:08:53.087130,,50
BIKE-L1,encap,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0457,76.65,KEM,True,2025-11-21T22:08:53.100211,,51
BIKE-L1,encap,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0573,76.59,KEM,True,2025-11-21T22:08:53.113300,,52
BIKE-L1,encap,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0506,76.62,KEM,True,2025-11-21T22:08:53.126385,,53
BIKE-L1,encap,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0508,76.62,KEM,True,2025-11-21T22:08:53.139466,,54
BIKE-L1,encap,1024,16,0.0,1,0,1,ip-172-31-43-26,linux,0,13.058,76.58,KEM,True,2025-11-21T22:08:53.152553,,55
BIKE-L1,encap,1024,64,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0455,76.65,KEM,True,2025-11-21T22:08:53.165629,,56
BIKE-L1,encap,1024,64,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0569,76.59,KEM,True,2025-11-21T22:08:53.178718,,57
BIKE-L1,encap,1024,64,0.0,1,0,1,ip-172-31-43-26,linux,0,13.0426,76.67,KEM,True,2025-11-21T22:08:53.191791,,58
